Num Test                              Secs Status    Score    Remark
3629 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3630 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3631 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3632 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3633 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3634 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3635 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3636 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3637 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3638 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3639 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3640 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3641 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3642 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3643 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3644 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3645 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3646 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3647 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3648 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3649 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3650 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3651 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3652 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3653 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3654 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3655 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3656 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3657 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3658 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3659 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3660 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3661 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3662 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3663 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3664 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3665 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3666 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3667 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3668 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3669 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3670 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3671 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3672 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3673 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3674 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3675 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3676 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3677 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3678 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3679 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3680 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3681 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3682 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3683 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3684 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3685 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3686 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3687 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3688 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3689 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3690 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3691 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3692 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3693 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3694 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3695 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3696 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3697 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3698 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3699 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3700 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3701 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3702 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3703 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3704 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3705 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3706 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3707 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3708 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3709 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3710 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3711 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3712 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3713 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3714 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3715 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3716 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3717 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3718 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3719 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3720 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3721 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3722 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3723 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3724 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3725 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3726 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3727 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3728 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3729 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3730 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3731 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3732 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3733 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3734 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3735 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3736 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3737 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3738 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3739 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3740 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3741 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3742 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3743 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3744 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3745 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3746 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3747 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3748 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3749 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3750 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3751 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3752 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3753 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3754 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3755 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3756 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3757 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3758 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3759 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3760 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3761 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3762 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3763 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3764 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3765 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3766 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3767 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3768 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3769 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3770 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3771 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3772 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3773 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3774 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3775 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3776 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3777 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3778 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3779 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3780 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3781 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3782 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3783 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3784 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3785 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3786 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3787 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3788 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3789 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3790 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3791 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3792 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3793 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3794 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3795 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3796 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3797 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3798 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3799 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3800 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3801 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3802 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3803 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3804 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3805 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3806 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3807 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3808 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3809 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3810 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3811 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3812 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3813 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3814 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3815 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3816 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3817 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3818 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3819 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3820 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3821 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3822 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3823 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3824 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3825 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3826 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3827 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3828 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3829 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3830 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3831 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3832 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3833 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3834 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3835 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3836 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3837 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3838 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3839 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3840 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3841 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3842 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3843 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3844 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3845 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3846 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3847 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3848 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3849 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3850 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3851 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3852 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3853 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3854 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3855 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3856 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3857 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3858 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3859 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3860 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3861 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3862 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3863 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3864 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3865 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3866 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3867 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3868 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3869 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3870 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3871 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3872 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3873 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3874 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3875 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3876 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3877 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3878 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3879 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3880 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3881 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3882 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3883 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3884 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3885 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3886 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3887 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3888 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3889 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3890 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3891 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3892 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3893 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3894 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3895 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3896 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3897 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3898 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3899 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3900 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3901 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3902 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3903 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3904 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3905 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3906 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3907 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3908 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3909 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3910 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3911 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3912 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3913 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3914 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3915 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3916 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3917 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3918 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3919 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3920 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3921 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3922 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3923 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3924 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3925 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3926 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3927 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3928 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3929 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3930 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3931 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3932 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3933 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3934 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3935 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3936 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3937 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3938 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3939 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3940 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3941 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3942 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3943 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3944 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3945 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3946 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3947 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3948 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3949 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3950 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3951 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3952 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3953 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3954 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3955 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3956 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3957 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3958 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3959 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3960 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3961 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3962 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3963 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3964 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3965 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3966 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3967 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3968 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3969 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3970 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3971 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3972 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3973 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3974 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3975 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3976 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3977 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3978 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3979 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
3980 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3981 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3982 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3983 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3984 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3985 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3986 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3987 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3988 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3989 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3990 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3991 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3992 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3993 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3994 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3995 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3996 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3997 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3998 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3999 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4000 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4001 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4002 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4003 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4004 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4005 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4006 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4007 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4008 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4009 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4010 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4011 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4012 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4013 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4014 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4015 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4016 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4017 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4018 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
4019 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4020 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4021 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4022 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4023 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4024 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4025 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4026 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4027 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4028 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4029 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4030 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4031 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4032 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4033 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4034 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4035 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4036 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4037 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4038 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
4039 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
